id, timestamp, demand
1007736, 2021-01-01 11:05:41, 32755
1007737, 2021-01-01 11:10:39, 33021
1007738, 2021-01-01 11:15:40, 33188
1007739, 2021-01-01 11:20:40, 33284
1007740, 2021-01-01 11:25:40, 33438
1007741, 2021-01-01 11:30:44, 33633
1007742, 2021-01-01 11:35:41, 33702
1007743, 2021-01-01 11:40:40, 33707
1007744, 2021-01-01 11:45:40, 33759
1007745, 2021-01-01 11:50:42, 33902
1007746, 2021-01-01 11:55:40, 34078
1007747, 2021-01-01 12:00:41, 34149
1007748, 2021-01-01 12:05:40, 34184
1007749, 2021-01-01 12:10:40, 34409
1007750, 2021-01-01 12:15:40, 34611
1007751, 2021-01-01 12:20:44, 34711
1007752, 2021-01-01 12:25:40, 34883
1007753, 2021-01-01 12:30:41, 34992
1007754, 2021-01-01 12:35:38, 35079
1007755, 2021-01-01 12:40:42, 35172
1007756, 2021-01-01 12:45:39, 35198
1007757, 2021-01-01 12:50:40, 35251
1007758, 2021-01-01 12:55:39, 35213
1007759, 2021-01-01 13:00:39, 35202
1007760, 2021-01-01 13:05:41, 35399
1007761, 2021-01-01 13:10:39, 35472
1007762, 2021-01-01 13:15:40, 35520
1007763, 2021-01-01 13:20:41, 35487
1007764, 2021-01-01 13:25:41, 35508
1007765, 2021-01-01 13:30:41, 35430
1007766, 2021-01-01 13:35:42, 35378
1007767, 2021-01-01 13:40:41, 35429
1007768, 2021-01-01 13:45:40, 35436
1007769, 2021-01-01 13:50:40, 35397
1007770, 2021-01-01 13:55:40, 35425
1007771, 2021-01-01 14:00:40, 35408
1007772, 2021-01-01 14:05:39, 35428
1007773, 2021-01-01 14:10:41, 35538
1007774, 2021-01-01 14:15:39, 35634
1007775, 2021-01-01 14:20:39, 35581
1007776, 2021-01-01 14:25:39, 35507
1007777, 2021-01-01 14:30:40, 35484
1007778, 2021-01-01 14:35:41, 35555
1007779, 2021-01-01 14:40:39, 35604
1007780, 2021-01-01 14:45:41, 35531
1007781, 2021-01-01 14:50:41, 35586
1007782, 2021-01-01 14:55:39, 35626
1007783, 2021-01-01 15:00:43, 35597
1007784, 2021-01-01 15:05:40, 35593
1007785, 2021-01-01 15:10:40, 35653
1007786, 2021-01-01 15:15:42, 35712
1007787, 2021-01-01 15:20:50, 35840
1007788, 2021-01-01 15:25:40, 35959
1007789, 2021-01-01 15:30:42, 36113
1007790, 2021-01-01 15:35:45, 36287
1007791, 2021-01-01 15:40:42, 36393
1007792, 2021-01-01 15:45:40, 36377
1007793, 2021-01-01 15:50:41, 36459
1007794, 2021-01-01 15:55:39, 36628
1007795, 2021-01-01 16:00:41, 36890
1007796, 2021-01-01 16:05:39, 37121
1007797, 2021-01-01 16:10:40, 37327
1007798, 2021-01-01 16:15:40, 37594
1007799, 2021-01-01 16:20:43, 37817
1007800, 2021-01-01 16:25:40, 38139
1007801, 2021-01-01 16:30:39, 38503
1007802, 2021-01-01 16:35:39, 38855
1007803, 2021-01-01 16:40:40, 39333
1007804, 2021-01-01 16:45:42, 39672
1007805, 2021-01-01 16:50:41, 39866
1007806, 2021-01-01 16:55:41, 40048
1007807, 2021-01-01 17:00:39, 40424
1007808, 2021-01-01 17:05:41, 40524
1007809, 2021-01-01 17:10:45, 40445
1007810, 2021-01-01 17:15:39, 40348
1007811, 2021-01-01 17:20:40, 40337
1007812, 2021-01-01 17:25:40, 40441
1007813, 2021-01-01 17:30:41, 40434
1007814, 2021-01-01 17:35:40, 40409
1007815, 2021-01-01 17:40:45, 40342
1007816, 2021-01-01 17:45:41, 40258
1007817, 2021-01-01 17:50:39, 40188
1007818, 2021-01-01 17:55:40, 40069
1007819, 2021-01-01 18:00:41, 40010
1007820, 2021-01-01 18:05:40, 39884
1007821, 2021-01-01 18:10:40, 39799
1007822, 2021-01-01 18:15:40, 39656
1007823, 2021-01-01 18:20:41, 39498
1007824, 2021-01-01 18:25:42, 39107
1007825, 2021-01-01 18:30:42, 38860
1007826, 2021-01-01 18:35:42, 38707
1007827, 2021-01-01 18:40:43, 38475
1007828, 2021-01-01 18:45:39, 38335
1007829, 2021-01-01 18:50:39, 38179
1007830, 2021-01-01 18:55:38, 38012
1007831, 2021-01-01 19:00:41, 37797
1007832, 2021-01-01 19:05:44, 37548
1007833, 2021-01-01 19:10:41, 37358
1007834, 2021-01-01 19:15:40, 37110
1007835, 2021-01-01 19:20:39, 36857
1007836, 2021-01-01 19:25:40, 36665
1007837, 2021-01-01 19:30:42, 36389
1007838, 2021-01-01 19:35:44, 36200
1007839, 2021-01-01 19:40:39, 36067
1007840, 2021-01-01 19:45:39, 35861
1007841, 2021-01-01 19:50:42, 35649
1007842, 2021-01-01 19:55:39, 35432
1007843, 2021-01-01 20:00:41, 35128
1007844, 2021-01-01 20:05:39, 34983
1007845, 2021-01-01 20:10:43, 35039
1007846, 2021-01-01 20:15:41, 34805
1007847, 2021-01-01 20:20:41, 34485
1007848, 2021-01-01 20:25:39, 34308
1007849, 2021-01-01 20:30:42, 34222
1007850, 2021-01-01 20:35:44, 33909
1007851, 2021-01-01 20:40:40, 33806
1007852, 2021-01-01 20:45:40, 33574
1007853, 2021-01-01 20:50:42, 33556
1007854, 2021-01-01 20:55:39, 33376
1007855, 2021-01-01 21:00:41, 33136
1007856, 2021-01-01 21:05:40, 32929
1007857, 2021-01-01 21:10:43, 32862
1007858, 2021-01-01 21:15:41, 32607
1007859, 2021-01-01 21:20:41, 32357
1007860, 2021-01-01 21:25:39, 32182
1007861, 2021-01-01 21:30:41, 31983
1007862, 2021-01-01 21:35:41, 31691
1007863, 2021-01-01 21:40:44, 31645
1007864, 2021-01-01 21:45:41, 31457
1007865, 2021-01-01 21:50:39, 31228
1007866, 2021-01-01 21:55:40, 31041
1007867, 2021-01-01 22:00:49, 30897
1007868, 2021-01-01 22:05:40, 30730
1007869, 2021-01-01 22:10:39, 30744
1007870, 2021-01-01 22:15:40, 30398
1007871, 2021-01-01 22:20:40, 30132
1007872, 2021-01-01 22:25:40, 29924
1007873, 2021-01-01 22:30:40, 29651
1007874, 2021-01-01 22:35:42, 29479
1007875, 2021-01-01 22:40:48, 29400
1007876, 2021-01-01 22:45:39, 29315
1007877, 2021-01-01 22:50:40, 29078
1007878, 2021-01-01 22:55:39, 28894
1007879, 2021-01-01 23:00:39, 28662
1007880, 2021-01-01 23:05:40, 28384
1007881, 2021-01-01 23:10:41, 27929
1007882, 2021-01-01 23:15:40, 27633
1007883, 2021-01-01 23:20:41, 27322
1007884, 2021-01-01 23:25:41, 27081
1007885, 2021-01-01 23:30:40, 26860
1007886, 2021-01-01 23:35:41, 26629
1007887, 2021-01-01 23:40:45, 26574
1007888, 2021-01-01 23:45:41, 26472
1007889, 2021-01-01 23:50:46, 26349
1007890, 2021-01-01 23:55:40, 26127
1007891, 2021-01-02 00:00:41, 26075
1007892, 2021-01-02 00:05:41, 26014
1007893, 2021-01-02 00:10:40, 26129
1007894, 2021-01-02 00:15:40, 26141
1007895, 2021-01-02 00:20:42, 26130
1007896, 2021-01-02 00:25:39, 26148
1007897, 2021-01-02 00:30:40, 26197
1007898, 2021-01-02 00:35:39, 26200
1007899, 2021-01-02 00:40:39, 26371
1007900, 2021-01-02 00:45:39, 26478
1007901, 2021-01-02 00:50:40, 26519
1007902, 2021-01-02 00:55:39, 26560
1007903, 2021-01-02 01:00:40, 26726
1007904, 2021-01-02 01:05:40, 26560
1007905, 2021-01-02 01:10:40, 26468
1007906, 2021-01-02 01:15:39, 26359
1007907, 2021-01-02 01:20:40, 26136
1007908, 2021-01-02 01:25:40, 25986
1007909, 2021-01-02 01:30:42, 25861
1007910, 2021-01-02 01:35:41, 25790
1007911, 2021-01-02 01:40:39, 25827
1007912, 2021-01-02 01:45:40, 25909
1007913, 2021-01-02 01:50:40, 25922
1007914, 2021-01-02 01:55:39, 25791
1007915, 2021-01-02 02:00:39, 25742
1007916, 2021-01-02 02:05:39, 25677
1007917, 2021-01-02 02:10:39, 25805
1007918, 2021-01-02 02:15:39, 25809
1007919, 2021-01-02 02:20:40, 25738
1007920, 2021-01-02 02:25:40, 25636
1007921, 2021-01-02 02:30:39, 25590
1007922, 2021-01-02 02:35:39, 25506
1007923, 2021-01-02 02:40:39, 25345
1007924, 2021-01-02 02:45:39, 25302
1007925, 2021-01-02 02:50:42, 25236
1007926, 2021-01-02 02:55:41, 25121
1007927, 2021-01-02 03:00:45, 25202
1007928, 2021-01-02 03:05:40, 25224
1007929, 2021-01-02 03:10:40, 25330
1007930, 2021-01-02 03:15:40, 25213
1007931, 2021-01-02 03:20:43, 25192
1007932, 2021-01-02 03:25:39, 25142
1007933, 2021-01-02 03:30:41, 25104
1007934, 2021-01-02 03:35:41, 25128
1007935, 2021-01-02 03:40:39, 25087
1007936, 2021-01-02 03:45:39, 25034
1007937, 2021-01-02 03:50:40, 24920
1007938, 2021-01-02 03:55:39, 24885
1007939, 2021-01-02 04:00:40, 24763
1007940, 2021-01-02 04:05:40, 24716
1007941, 2021-01-02 04:10:40, 24853
1007942, 2021-01-02 04:15:39, 24872
1007943, 2021-01-02 04:20:40, 24862
1007944, 2021-01-02 04:25:40, 24889
1007945, 2021-01-02 04:30:41, 24822
1007946, 2021-01-02 04:35:41, 24782
1007947, 2021-01-02 04:40:41, 24774
1007948, 2021-01-02 04:45:39, 24710
1007949, 2021-01-02 04:50:41, 24684
1007950, 2021-01-02 04:55:40, 24640
1007951, 2021-01-02 05:00:39, 24694
1007952, 2021-01-02 05:05:39, 24769
1007953, 2021-01-02 05:10:40, 24897
1007954, 2021-01-02 05:15:40, 24972
1007955, 2021-01-02 05:20:40, 25066
1007956, 2021-01-02 05:25:39, 25119
1007957, 2021-01-02 05:30:44, 25137
1007958, 2021-01-02 05:35:40, 25141
1007959, 2021-01-02 05:40:40, 25178
1007960, 2021-01-02 05:45:40, 25060
1007961, 2021-01-02 05:50:40, 25106
1007962, 2021-01-02 05:55:41, 25174
1007963, 2021-01-02 06:00:40, 25503
1007964, 2021-01-02 06:05:41, 25746
1007965, 2021-01-02 06:10:40, 26046
1007966, 2021-01-02 06:15:40, 26050
1007967, 2021-01-02 06:20:42, 26174
1007968, 2021-01-02 06:25:40, 26201
1007969, 2021-01-02 06:30:40, 26006
1007970, 2021-01-02 06:35:39, 25972
1007971, 2021-01-02 06:40:40, 26141
1007972, 2021-01-02 06:45:39, 26270
1007973, 2021-01-02 06:50:40, 26380
1007974, 2021-01-02 06:55:41, 26561
1007975, 2021-01-02 07:00:40, 26673
1007976, 2021-01-02 07:05:39, 26718
1007977, 2021-01-02 07:10:41, 26848
1007978, 2021-01-02 07:15:40, 27030
1007979, 2021-01-02 07:20:43, 27057
1007980, 2021-01-02 07:25:39, 27172
1007981, 2021-01-02 07:30:39, 27291
1007982, 2021-01-02 07:35:40, 27380
1007983, 2021-01-02 07:40:39, 27349
1007984, 2021-01-02 07:45:40, 27363
1007985, 2021-01-02 07:50:40, 27519
1007986, 2021-01-02 07:55:39, 27655
1007987, 2021-01-02 08:00:41, 27841
1007988, 2021-01-02 08:05:39, 28006
1007989, 2021-01-02 08:10:40, 28195
1007990, 2021-01-02 08:15:39, 28442
1007991, 2021-01-02 08:20:41, 28639
1007992, 2021-01-02 08:25:40, 28870
1007993, 2021-01-02 08:30:41, 29107
1007994, 2021-01-02 08:35:43, 29336
1007995, 2021-01-02 08:40:40, 29520
1007996, 2021-01-02 08:45:39, 29732
1007997, 2021-01-02 08:50:40, 30045
1007998, 2021-01-02 08:55:38, 30279
1007999, 2021-01-02 09:00:40, 30466
1008000, 2021-01-02 09:05:39, 30668
1008001, 2021-01-02 09:10:39, 31013
1008002, 2021-01-02 09:15:41, 31242
1008003, 2021-01-02 09:20:39, 31412
1008004, 2021-01-02 09:25:40, 31554
1008005, 2021-01-02 09:30:40, 31731
1008006, 2021-01-02 09:35:41, 31879
1008007, 2021-01-02 09:40:41, 32278
1008008, 2021-01-02 09:45:39, 32171
1008009, 2021-01-02 09:50:40, 32254
1008010, 2021-01-02 09:55:40, 32568
1008011, 2021-01-02 10:00:42, 32693
1008012, 2021-01-02 10:05:40, 32713
1008013, 2021-01-02 10:10:39, 32841
1008014, 2021-01-02 10:15:41, 32994
1008015, 2021-01-02 10:20:40, 33148
1008016, 2021-01-02 10:25:39, 33220
1008017, 2021-01-02 10:30:42, 33407
1008018, 2021-01-02 10:35:40, 33493
1008019, 2021-01-02 10:40:41, 33495
1008020, 2021-01-02 10:45:40, 33589
1008021, 2021-01-02 10:50:39, 33714
1008022, 2021-01-02 10:55:39, 33778
1008023, 2021-01-02 11:00:41, 33810
1008024, 2021-01-02 11:05:41, 33772
1008025, 2021-01-02 11:10:41, 33726
1008026, 2021-01-02 11:15:40, 33782
1008027, 2021-01-02 11:20:40, 33940
1008028, 2021-01-02 11:25:41, 34028
1008029, 2021-01-02 11:30:41, 34121
1008030, 2021-01-02 11:35:40, 34146
1008031, 2021-01-02 11:40:40, 34275
1008032, 2021-01-02 11:45:41, 34364
1008033, 2021-01-02 11:50:39, 34454
1008034, 2021-01-02 11:55:41, 34543
1008035, 2021-01-02 12:00:41, 34621
1008036, 2021-01-02 12:05:40, 34693
1008037, 2021-01-02 12:10:41, 34921
1008038, 2021-01-02 12:15:40, 35023
1008039, 2021-01-02 12:20:39, 35188
1008040, 2021-01-02 12:25:40, 35239
1008041, 2021-01-02 12:30:40, 35215
1008042, 2021-01-02 12:35:42, 35254
1008043, 2021-01-02 12:40:40, 35354
1008044, 2021-01-02 12:45:40, 35415
1008045, 2021-01-02 12:50:42, 35418
1008046, 2021-01-02 12:55:39, 35535
1008047, 2021-01-02 13:00:41, 35646
1008048, 2021-01-02 13:05:39, 35675
1008049, 2021-01-02 13:10:39, 35707
1008050, 2021-01-02 13:15:39, 35870
1008051, 2021-01-02 13:20:41, 35979
1008052, 2021-01-02 13:25:40, 36132
1008053, 2021-01-02 13:30:44, 36231
1008054, 2021-01-02 13:35:39, 36195
1008055, 2021-01-02 13:40:40, 36114
1008056, 2021-01-02 13:45:39, 36040
1008057, 2021-01-02 13:50:40, 36014
1008058, 2021-01-02 13:55:39, 35942
1008059, 2021-01-02 14:00:40, 35867
1008060, 2021-01-02 14:05:42, 35889
1008061, 2021-01-02 14:10:40, 36102
1008062, 2021-01-02 14:15:42, 36131
1008063, 2021-01-02 14:20:40, 36197
1008064, 2021-01-02 14:25:40, 36303
1008065, 2021-01-02 14:30:42, 36318
1008066, 2021-01-02 14:35:45, 36360
1008067, 2021-01-02 14:40:41, 36408
1008068, 2021-01-02 14:45:40, 36484
1008069, 2021-01-02 14:50:43, 36577
1008070, 2021-01-02 14:55:39, 36645
1008071, 2021-01-02 15:00:42, 36701
1008072, 2021-01-02 15:05:40, 36837
1008073, 2021-01-02 15:10:43, 36925
1008074, 2021-01-02 15:15:43, 37017
1008075, 2021-01-02 15:20:44, 37165
1008076, 2021-01-02 15:25:40, 37219
1008077, 2021-01-02 15:30:48, 37241
1008078, 2021-01-02 15:35:42, 37247
1008079, 2021-01-02 15:40:47, 37336
1008080, 2021-01-02 15:45:40, 37360
1008081, 2021-01-02 15:50:40, 37523
1008082, 2021-01-02 15:55:40, 37713
1008083, 2021-01-02 16:00:40, 37975
1008084, 2021-01-02 16:05:41, 38243
1008085, 2021-01-02 16:10:41, 38555
1008086, 2021-01-02 16:15:40, 38823
1008087, 2021-01-02 16:20:48, 39057
1008088, 2021-01-02 16:25:39, 39386
1008089, 2021-01-02 16:30:46, 39799
1008090, 2021-01-02 16:35:41, 40221
1008091, 2021-01-02 16:40:40, 40594
1008092, 2021-01-02 16:45:40, 40982
1008093, 2021-01-02 16:50:44, 41253
1008094, 2021-01-02 16:55:39, 41490
1008095, 2021-01-02 17:00:41, 41718
1008096, 2021-01-02 17:05:41, 41739
1008097, 2021-01-02 17:10:43, 41881
1008098, 2021-01-02 17:15:41, 42010
1008099, 2021-01-02 17:20:42, 42129
1008100, 2021-01-02 17:25:40, 42193
1008101, 2021-01-02 17:30:42, 42281
1008102, 2021-01-02 17:35:39, 42365
1008103, 2021-01-02 17:40:41, 42444
1008104, 2021-01-02 17:45:40, 42442
1008105, 2021-01-02 17:50:40, 42372
1008106, 2021-01-02 17:55:39, 42185
1008107, 2021-01-02 18:00:41, 42076
1008108, 2021-01-02 18:05:40, 41950
1008109, 2021-01-02 18:10:40, 41836
1008110, 2021-01-02 18:15:40, 41649
1008111, 2021-01-02 18:20:40, 41315
1008112, 2021-01-02 18:25:40, 41126
1008113, 2021-01-02 18:30:42, 41059
1008114, 2021-01-02 18:35:40, 40959
1008115, 2021-01-02 18:40:40, 40890
1008116, 2021-01-02 18:45:40, 40783
1008117, 2021-01-02 18:50:41, 40592
1008118, 2021-01-02 18:55:39, 40465
1008119, 2021-01-02 19:00:42, 40281
1008120, 2021-01-02 19:05:41, 39938
1008121, 2021-01-02 19:10:40, 39977
1008122, 2021-01-02 19:15:40, 39916
1008123, 2021-01-02 19:20:40, 39529
1008124, 2021-01-02 19:25:40, 39100
1008125, 2021-01-02 19:30:40, 38964
1008126, 2021-01-02 19:35:41, 38758
1008127, 2021-01-02 19:40:40, 38420
1008128, 2021-01-02 19:45:39, 38089
1008129, 2021-01-02 19:50:39, 37817
1008130, 2021-01-02 19:55:39, 37635
1008131, 2021-01-02 20:00:40, 37372
1008132, 2021-01-02 20:05:40, 37147
1008133, 2021-01-02 20:10:46, 37053
1008134, 2021-01-02 20:15:40, 36944
1008135, 2021-01-02 20:20:41, 36822
1008136, 2021-01-02 20:25:42, 36679
1008137, 2021-01-02 20:30:40, 36437
1008138, 2021-01-02 20:35:41, 36023
1008139, 2021-01-02 20:40:42, 35881
1008140, 2021-01-02 20:45:40, 35630
1008141, 2021-01-02 20:50:42, 35374
1008142, 2021-01-02 20:55:40, 35143
1008143, 2021-01-02 21:00:39, 35039
1008144, 2021-01-02 21:05:43, 35039
1008145, 2021-01-02 21:10:40, 34979
1008146, 2021-01-02 21:15:40, 34705
1008147, 2021-01-02 21:20:40, 34384
1008148, 2021-01-02 21:25:40, 34095
1008149, 2021-01-02 21:30:39, 33905
1008150, 2021-01-02 21:35:40, 33651
1008151, 2021-01-02 21:40:39, 33444
1008152, 2021-01-02 21:45:39, 33173
1008153, 2021-01-02 21:50:41, 32985
1008154, 2021-01-02 21:55:40, 32809
1008155, 2021-01-02 22:00:41, 32576
1008156, 2021-01-02 22:05:42, 32213
1008157, 2021-01-02 22:10:40, 31935
1008158, 2021-01-02 22:15:42, 31729
1008159, 2021-01-02 22:20:40, 31429
1008160, 2021-01-02 22:25:40, 31156
1008161, 2021-01-02 22:30:41, 30898
1008162, 2021-01-02 22:35:43, 30681
1008163, 2021-01-02 22:40:41, 30530
1008164, 2021-01-02 22:45:40, 30262
1008165, 2021-01-02 22:50:40, 30012
1008166, 2021-01-02 22:55:39, 29782
1008167, 2021-01-02 23:00:40, 29528
1008168, 2021-01-02 23:05:42, 29256
1008169, 2021-01-02 23:10:40, 28987
1008170, 2021-01-02 23:15:39, 28667
1008171, 2021-01-02 23:20:40, 28376
1008172, 2021-01-02 23:25:39, 28122
1008173, 2021-01-02 23:30:40, 27858
1008174, 2021-01-02 23:35:39, 27733
1008175, 2021-01-02 23:40:40, 27725
1008176, 2021-01-02 23:45:40, 27683
1008177, 2021-01-02 23:50:39, 27568
1008178, 2021-01-02 23:55:40, 27451
1008179, 2021-01-03 00:00:41, 27347
1008180, 2021-01-03 00:05:40, 27145
1008181, 2021-01-03 00:10:43, 27192
1008182, 2021-01-03 00:15:43, 27258
1008183, 2021-01-03 00:20:44, 27186
1008184, 2021-01-03 00:25:40, 27019
1008185, 2021-01-03 00:30:39, 26812
1008186, 2021-01-03 00:35:39, 26739
1008187, 2021-01-03 00:40:40, 26995
1008188, 2021-01-03 00:45:40, 27150
1008189, 2021-01-03 00:50:40, 27213
1008190, 2021-01-03 00:55:39, 27215
1008191, 2021-01-03 01:00:42, 27245
1008192, 2021-01-03 01:05:39, 27200
1008193, 2021-01-03 01:10:40, 27113
1008194, 2021-01-03 01:15:41, 27057
1008195, 2021-01-03 01:20:39, 26922
1008196, 2021-01-03 01:25:40, 26710
1008197, 2021-01-03 01:30:40, 26576
1008198, 2021-01-03 01:35:39, 26466
1008199, 2021-01-03 01:40:41, 26383
1008200, 2021-01-03 01:45:39, 26266
1008201, 2021-01-03 01:50:43, 26153
1008202, 2021-01-03 01:55:40, 26052
1008203, 2021-01-03 02:00:41, 25935
1008204, 2021-01-03 02:05:41, 25886
1008205, 2021-01-03 02:10:39, 25728
1008206, 2021-01-03 02:15:41, 25645
1008207, 2021-01-03 02:20:40, 25630
1008208, 2021-01-03 02:25:40, 25637
1008209, 2021-01-03 02:30:39, 25526
1008210, 2021-01-03 02:35:39, 25440
1008211, 2021-01-03 02:40:42, 25463
1008212, 2021-01-03 02:45:39, 25317
1008213, 2021-01-03 02:50:39, 25390
1008214, 2021-01-03 02:55:39, 25363
1008215, 2021-01-03 03:00:45, 25462
1008216, 2021-01-03 03:05:40, 25445
1008217, 2021-01-03 03:10:40, 25530
1008218, 2021-01-03 03:15:41, 25516
1008219, 2021-01-03 03:20:41, 25389
1008220, 2021-01-03 03:25:39, 25261
1008221, 2021-01-03 03:30:41, 25143
1008222, 2021-01-03 03:35:39, 25114
1008223, 2021-01-03 03:40:39, 24882
1008224, 2021-01-03 03:45:39, 24715
1008225, 2021-01-03 03:50:40, 24675
1008226, 2021-01-03 03:55:40, 24632
1008227, 2021-01-03 04:00:40, 24709
1008228, 2021-01-03 04:05:39, 24879
1008229, 2021-01-03 04:10:41, 24985
1008230, 2021-01-03 04:15:39, 24970
1008231, 2021-01-03 04:20:40, 24887
1008232, 2021-01-03 04:25:39, 24770
1008233, 2021-01-03 04:30:40, 24717
1008234, 2021-01-03 04:35:39, 24733
1008235, 2021-01-03 04:40:40, 24712
1008236, 2021-01-03 04:45:40, 24633
1008237, 2021-01-03 04:50:45, 24573
